TipoPrenda,Bottom,pantalón,bermuda,falda,vestido
TipoPrenda,Exteriores,chamarra,bufanda,guantes
TipoPrenda,Joyería,reloj,collar,pulsera,anillo,aretes
TipoPrenda,Top,playera,camisa,blusa
TipoPrenda,Deportiva,short,pants
